CD_CLIENTE;NR_PROPOSTA_count;ITEM_PROPOSTA_agg_moda;HOSPEDAGEM_agg_moda;FAT_FAIXA_agg_moda;CD_PROD_agg_moda;QTD_median;QTD_sum;VL_PCT_DESC_TEMP_median;VL_PCT_DESC_TEMP_sum;VL_PCT_DESCONTO_median;VL_PCT_DESCONTO_sum;PRC_UNITARIO_median;PRC_UNITARIO_sum;VL_DESCONTO_TEMPORARIO_median;VL_DESCONTO_TEMPORARIO_sum;VL_TOTAL_median;VL_TOTAL_sum;VL_FULL_median;VL_FULL_sum;VL_DESCONTO_median;VL_DESCONTO_sum
T01259;4;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;AUT.05.000005;5.5;312.0;0.0;0.0;3.392512895911245;34.635580854290886;1576.2363201015166;10972.530154581053;0.0;0.0;5385.9820597788;34368.21552569123;5828.85843348914;21886.988223481636;745.545696485835;7432.40301105267
T01351;9;1.0;TOTVS CLOUD;Faixa 08 - De 150 M ate 300 M;2F66001305;1.0;14.0;0.0;22.199772027084354;0.0;22.9740805156815;415.088876508397;5389.45864982207;0.0;66.55967370627356;468.889843103034;6141.768352812886;415.088876508397;8400.349577730925;0.0;3039.65792387753
T01384;4;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;2061268;1.0;44.0;0.0;0.0;0.0;11.1360181676194;1891.721102063106;16986.387739260223;0.0;0.0;3451.137788835575;20803.322075036653;3989.86211053449;20187.330854915348;0.0;1077.44864339783
T01436;1;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;003600000-0;1.0;1.0;0.0;0.0;0.0;0.0;38667.7484834474;38667.7484834474;0.0;0.0;38667.7484834474;38667.7484834474;0.00420385736791976;0.00420385736791976;0.0;0.0
T01440;4;2.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;CMV.004720;5.0;27.0;0.0;0.0;0.0;4.41405023631575;61.168226631916454;220.7781812484099;0.0;0.0;308.1805797848299;1669.8772429719272;308.1805797848299;1636.074025876484;0.0;116.812584682386
T01487;4;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;103600022-2;1.0;4.0;0.0;0.0;0.0;0.0;1426.387722293332;5901.278284366296;0.0;0.0;1426.387722293332;5901.278284366296;1426.387722293332;5901.278284366296;0.0;0.0
T01502;19;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;0113401002-9;15.0;792.0;0.0;0.0;0.0;39.09587352165373;58.4462289861884;16927.10494265782;0.0;0.0;1891.73161170652;90289.24624497339;172.35815208471;110590.63195413779;0.0;44001.31264570564
T01667;11;2.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;71A3301367;4.0;193.5;0.0;40.828367220120796;0.0;13.9778257483332;80.5459071693426;1364.8033137819898;0.0;1110.2219154381369;131.622774189568;18372.756841339637;165.009809405586;18422.440129642364;0.0;54.8729502234566
T01670;1;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;7P11001020;20.0;20.0;0.0;0.0;0.0;0.0;5.92323503139894;5.92323503139894;0.0;0.0;118.464700627979;118.464700627979;118.464700627979;118.464700627979;0.0;0.0
T01690;3;1.0;ON PREMISES;Faixa 10 - De 500 M ate 850 M;2010067-2;8.0;19.0;0.0;0.0;0.0;5.91062345929518;102.923039938779;531.5105024555662;0.0;0.0;415.761493687264;1367.405501492732;415.761493687264;1388.382749758651;0.0;20.9772482659196
T01702;2;5.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2010067-2;5.5;11.0;0.0;0.0;0.0;0.0;83.99517213972071;167.99034427944142;0.0;0.0;348.911753822604;697.823507645208;348.907549965236;697.815099930472;0.0;0.0
T01744;3;1.0;ON PREMISES;Sem Informações de Faturamento;AGV.00129;230.0;461.0;0.0;0.0;0.0;17.5174736521216;1.6815429471679;864.0608434022276;0.0;0.0;386.754877848618;1383.909845519185;338.410518117541;990.849181618688;0.0;96.6887194621545
T01773;4;1.0;ON PREMISES;Sem Informações de Faturamento;2061269;1.0;131.0;0.0;0.0;5.90221574455935;23.6088629782374;21414.09841009305;69534.98318542037;0.0;0.0;21414.09841009305;83128.88745577089;25343.50274589075;91370.67173744117;5193.15742809835;20772.6297123934
T01777;4;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;2F26001124;1.0;4.0;0.0;0.0;0.0;4.68309710786261;504.99046825004496;2687.324230157438;0.0;0.0;504.99046825004496;2687.324230157438;501.24272940654447;2890.021620866427;0.0;210.192868395988
T01872;4;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;103600011-7;1.0;4.0;0.0;0.0;0.0;0.0;340.478815942557;1419.3315477012761;0.0;0.0;340.478815942557;1419.3315477012761;340.478815942557;1419.3315477012761;0.0;0.0
T01901;6;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;103600013-3;1.0;6.0;0.0;0.0;0.0;0.0;456.055466558775;6893.809008932148;0.0;0.0;456.055466558775;6893.809008932148;456.055466558775;6893.809008932148;0.0;0.0
T02072;1;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;3116001755;1.0;1.0;0.0;0.0;0.0;0.0;3061.87110620962;3061.87110620962;0.0;0.0;3061.87110620962;3061.87110620962;1887.51934662387;1887.51934662387;0.0;0.0
T02076;2;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;103600031-1;1.0;2.0;0.0;0.0;0.0;0.0;4970.1448966589105;9940.289793317821;0.0;0.0;4970.1448966589105;9940.289793317821;4970.1448966589105;9940.289793317821;0.0;0.0
T02145;8;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1131001029-0;1.0;248.5;0.0;0.0;0.0;0.0;797.7996435690765;37903.7562608312;0.0;0.0;4569.639201359825;56656.407284795016;4569.67283221877;56486.60507799005;0.0;0.0
T02250;20;4.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;2010083-8;10.0;1576.0;0.0;0.0;0.0;50.5135501329239;154.2521384010795;27799.953231330765;0.0;0.0;4616.825398386045;180984.46740368148;3099.262315568585;187001.2130383725;0.0;23783.112866137686
T02266;4;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;103600011-7;1.0;4.0;0.0;0.0;0.0;0.0;869.4480866192185;3800.54769975628;0.0;0.0;869.4480866192185;3800.54769975628;869.4480866192185;3800.54769975628;0.0;0.0
T02382;11;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;0111001000-5;2.0;76.0;0.0;0.0;0.0;0.655801749395484;93.5442341509505;17144.351883717194;0.0;0.0;559.525007955384;29622.552408621894;386.389142257609;21695.515131945027;0.0;67.2617178867162
T02413;2;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2012101-3;29.0;58.0;0.0;0.0;0.807140614640595;1.61428122928119;82.6268165664629;165.2536331329258;0.0;0.0;2388.71583359937;4777.43166719874;2031.194579887265;4062.38915977453;55.0284929460695;110.056985892139
T02434;7;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;0T63301009;1.0;13.0;12.6115721037593;50.4462884150372;0.0;126.1031094654891;243.344487599403;11028.445661431748;176.76379460629;3759.883787436381;589.212648687634;12539.774423772582;7488.23444075601;80938.66095165534;0.0;68398.8865278828
T02523;2;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1131001018-2;1.0;2.0;0.0;0.0;0.0;0.0;844.1009286193446;1688.2018572386892;0.0;0.0;844.1009286193446;1688.2018572386892;844.1009286193446;1688.2018572386892;0.0;0.0
T02542;3;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;1131001141-0;1.0;3.0;0.0;0.0;0.0;0.0;4384.75775817608;9361.864242636268;0.0;0.0;4384.75775817608;9361.864242636268;4384.75775817608;9361.864242636268;0.0;0.0
T02553;3;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;1131001079-0;1.0;3.0;0.0;0.0;0.0;0.0;3490.26098743012;12113.145958789239;0.0;0.0;3490.26098743012;12113.145958789239;3490.26098743012;12113.145958789239;0.0;0.0
T02684;17;1.0;ON PREMISES;Faixa 11 - Acima de 850 M;1131001030-6;5.0;618.0;0.0;0.0;0.0;0.0;407.921299696094;80443.54744629106;0.0;0.0;4582.15828860149;162710.12286332474;0.0420385736791976;75951.38113236462;0.0;0.0
T02776;2;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;7P63301002;30.0;60.0;8.4077147358395;16.815429471679;0.0;0.0;140.45718044825125;280.9143608965025;284.222796645055;568.44559329011;1973.01739777262;3946.03479554524;1973.01739777262;3946.03479554524;0.0;0.0
T02810;7;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;2010067-2;1.0;558.5;0.0;0.0;0.0;0.0;249.162626196604;14115.783735576242;0.0;0.0;684.728491944138;50134.479906343746;684.728491944138;49890.93153166205;0.0;0.0
T02817;5;3.0;ON PREMISES;Faixa 10 - De 500 M ate 850 M;71A3301357;300.0;3450.0;0.0;0.0;0.0;0.0;1.73198923558294;7.714078270132762;0.0;0.0;527.163713937138;4527.764578117977;527.163713937138;4187.67251705327;0.0;0.0
T02860;6;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;0113001132-2;30.0;221.0;0.0;0.0;10.5096434197994;82.9042711527456;60.411532305691075;3325.490797894502;0.0;0.0;667.4043957309425;18960.842856252646;1259.7699374445124;58640.06044170852;592.365541713575;39679.21758545574
T02904;8;2.0;ON PREMISES;Sem Informações de Faturamento;2010732;16.0;367.0;0.0;0.0;0.0;5.28845256884306;55.8776721343894;4270.576788206018;0.0;0.0;792.313609703941;22594.362895066726;348.987423255227;21468.49001864782;0.0;363.074549295126
T02963;31;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;1M13301105;3.0;623.0;0.0;14.7135007877192;0.0;91.59364433223558;144.465558448563;66812.23304922346;0.0;448.778589454906;1282.21853578921;142069.43121442356;1088.82007757806;143622.72288101094;0.0;28863.77296914177
T02984;1;1.0;ON PREMISES;Sem Informações de Faturamento;BMV.3002001;1.0;1.0;0.0;0.0;0.0;0.0;336.308589433581;336.308589433581;0.0;0.0;336.308589433581;336.308589433581;0.00420385736791976;0.00420385736791976;0.0;0.0
T03000;7;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;CMV.001511;1.0;7.0;0.0;0.0;0.0;0.0;70.935889226278;496.55122458394595;0.0;0.0;70.935889226278;496.55122458394595;0.756694326225557;9.647852659375843;0.0;0.0
T03013;4;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;0113401002-9;153.0;607.0;0.0;0.0;0.0;2.30371383762003;135.08675266073334;2295.3439576004994;0.0;0.0;1692.92278906286;16791.94672442184;232.69611688646228;14156.519113471391;0.0;750.388540173677
T03062;26;1.0;ON PREMISES;Faixa 11 - Acima de 850 M;2012101-3;5.0;522.0;0.0;6.30578605187964;0.0;15.129682667143209;164.8395531821855;112260.79505941072;0.0;125.800431734999;1620.28223567389;252129.4060491514;0.47713781125889254;179193.82595010134;0.0;10716.49422158789
T03067;8;1.0;ON PREMISES;Faixa 10 - De 500 M ate 850 M;1131001029-0;1.0;31.0;0.0;0.0;0.0;4.75035882574932;708.7535368018005;29988.439338496177;0.0;0.0;1743.297611902645;34028.51021950442;0.0336308589433581;28135.95493917647;0.0;1589.6718482493861
T03085;1;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;3116001749;1.0;1.0;0.0;0.0;0.0;0.0;649.66411763832;649.66411763832;0.0;0.0;649.66411763832;649.66411763832;541.494663704376;541.494663704376;0.0;0.0
T03108;6;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;5J16017024;3.5;40.0;0.0;0.0;0.0;0.0;189.2387413455915;1986.7724190804508;0.0;0.0;748.444256141014;7505.8275838407435;0.014713500787719158;0.1681542947167904;0.0;0.0
T03120;10;1.0;ON PREMISES;Faixa 11 - Acima de 850 M;1131001558;50.5;7605.0;0.0;0.0;0.0;57.6096613699724;4.783989684692685;148740.57030629183;0.0;0.0;1769.29846972323;158210.15419012366;1028.89409079836;57739.728716935846;0.0;14558.798836579701
T03133;3;1.0;ON PREMISES;Sem Informações de Faturamento;2010067-2;133.5;17677.5;0.0;0.0;0.0;0.0;29.9314644595887;3554.8154211718934;0.0;0.0;3996.0060480777;36059.84352668472;3995.85050535509;13425.36742461329;0.0;0.0
T03154;3;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;1131001028-0;1.0;3.0;0.0;0.0;0.0;0.0;7728.08552288267;16142.72821566452;0.0;0.0;7728.08552288267;16142.72821566452;7728.08552288267;16142.72821566452;0.0;0.0
T03193;15;4.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;2010752;150.0;4026.5;0.0;53.73505011110811;0.0;6.59164835289818;2.29110226551627;3247.2780315643577;0.0;729.1002064625317;416.181879424056;9837.25324923011;369.939448376939;10159.672293920079;0.0;543.8109891141
T03211;6;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;01A9001002;100.0;901.0;0.0;0.0;0.0;0.0;1.92536667450725;13988.03691787987;0.0;0.0;285.96739745274203;15136.522343080813;254.2282743249475;13463.16010235087;0.0;0.0
T03231;3;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;1131001080-7;1.0;3.0;0.0;0.0;0.0;0.0;1528.55616983457;3091.836201528158;0.0;0.0;1528.55616983457;3091.836201528158;1528.55616983457;3091.836201528158;0.0;0.0
T03306;21;5.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;AUT.04.000443;1.0;2736.0;0.0;0.0;0.0;51.236613600206056;163.130685162126;36640.8292265034;0.0;0.0;306.103874245077;239634.8314997985;306.103874245077;248166.15645768426;0.0;15854.406658085732
T03314;11;4.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1M13301059;1.0;37461.0;0.0;0.0;0.0;0.0;142.893315792961;96427.81125847189;0.0;0.0;20637.7993950322;3967040.6888952693;0.00420385736791976;3876888.1436841786;0.0;0.0
T03372;4;2.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;01A9001001;37.0;125.0;0.0;0.0;0.0;0.0;34.97188944372449;4191.699812411731;0.0;0.0;870.2573291625395;5959.085527032553;868.1554004785795;5903.308747474998;0.0;0.0
T03378;3;1.0;ON PREMISES;Faixa 10 - De 500 M ate 850 M;0131001018-1;1.0;3.0;0.0;0.0;0.0;0.0;1261.15721037593;19983.447976428593;0.0;0.0;1261.15721037593;19983.447976428593;1141.93161156436;19864.222377617025;0.0;0.0
T03386;1;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;71A3301354;10.0;10.0;0.0;0.0;0.0;0.0;3.7876754884957;3.7876754884957;0.0;0.0;37.876754884957;37.876754884957;37.876754884957;37.876754884957;0.0;0.0
T03439;5;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2010067-2;13.5;203.0;0.0;0.0;0.0;0.0;99.0218603013499;493.91120215689205;0.0;0.0;1336.78880828217;17668.345889198885;1336.79511406822;17668.427864417532;0.0;0.0
T03456;4;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;2010067-2;12.5;90.0;0.0;0.0;0.592743888876685;3.9432182111087304;80.4155875909371;706.2312223810482;0.0;0.0;1218.767614606508;7685.029615720434;1200.5628102747326;7800.900536352403;66.387315554189;285.055160403903
T03459;7;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;1131001149-3;1.0;39.0;0.0;0.0;0.0;0.0;1013.63829241018;22646.406649281533;0.0;0.0;1013.63829241018;23585.699724140053;1013.63829241018;23585.699724140053;0.0;0.0
T03491;1;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;AUT.05.000750;1.0;1.0;0.0;0.0;0.0;0.0;6332.95978590587;6332.95978590587;0.0;0.0;6332.95978590587;6332.95978590587;5885.40031508766;5885.40031508766;0.0;0.0
T03510;2;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;AUT.04.000050;1.0;2.0;0.0;0.0;0.0;0.0;47.06638709122964;94.13277418245929;0.0;0.0;47.06638709122964;94.13277418245929;47.06638709122964;94.13277418245929;0.0;0.0
T03581;1;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;7T63303027;400.0;400.0;0.0;0.0;0.0;0.0;1.44192307719648;1.44192307719648;0.0;0.0;576.769230878591;576.769230878591;423.748822686312;423.748822686312;0.0;0.0
T03585;4;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;1M13301105;8.5;51.0;0.0;0.0;0.0;0.0;85.3656296416624;6540.5546704484905;0.0;0.0;1422.4970522993217;9782.338260432978;375.4801323878571;2845.052958601792;0.0;0.0
T03607;1;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;7T63353001;3.0;3.0;8.40771473583952;8.40771473583952;0.0;0.0;430.336267181842;430.336267181842;258.200919537632;258.200919537632;1291.00880154553;1291.00880154553;1291.00880154553;1291.00880154553;0.0;0.0
T03718;3;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;7P11001018;1.0;27.0;0.0;0.0;8.40771473583952;21.149606418004318;2576.90991638903;15480.044751757736;0.0;0.0;2576.90991638903;15925.989941346663;3697.60364053066;15376.083359049077;116.131559788783;1236.825283930403
T03752;1;3.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;71A3301299;10.0;10.0;0.0;0.0;7.24745010229367;7.24745010229367;21.5069342942775;21.5069342942775;0.0;0.0;215.069342942775;215.069342942775;259.8824624848;259.8824624848;44.8131195420246;44.8131195420246
T03753;4;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;103600020-6;1.0;4.0;0.0;0.0;0.0;0.0;356.665768737732;1433.443896885383;0.0;0.0;356.665768737732;1433.443896885383;356.665768737732;1433.443896885383;0.0;0.0
T03799;1;2.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2010067-2;24.0;24.0;0.0;0.0;0.00420385736791976;0.00420385736791976;82.5301278470007;82.5301278470007;0.0;0.0;1980.68523361171;1980.68523361171;1980.72306832802;1980.72306832802;0.100892576830074;0.100892576830074
T03969;6;1.0;ON PREMISES;Faixa 10 - De 500 M ate 850 M;3116001749;1.0;7.0;0.0;0.0;2.10192868395988;8.40771473583952;640.453466145207;15310.692357691058;0.0;0.0;960.6801992178084;15951.145823836261;836.2144921971269;16369.648232527468;17.58053151264042;738.4075466751057
T04065;15;1.0;TOTVS CLOUD;Faixa 02 - De 7.5 M ate 15 M;CONSV.009;5.0;737.0;0.0;0.0;0.0;0.0;240.040255708218;23095.424858606493;0.0;0.0;3222.97973597778;83345.50802208247;1164.55256806113;19840.462175773577;0.0;0.0
T04083;7;1.0;TOTVS CLOUD;Faixa 00 - Ate 4.5 M;0113101000-7;1.0;26.0;0.0;0.0;0.0;70.66684235473117;249.284538060274;6201.143634277384;0.0;0.0;249.284538060274;6285.649575087307;251.802648623658;30119.55764980152;0.0;24076.756507144186
T04205;7;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;103600001-0;1.0;7.0;0.0;0.0;0.0;0.954275622517786;431.143407796483;5004.599711646378;0.0;0.0;431.143407796483;5004.599711646378;441.144384474764;4893.95418572273;0.0;10.0009766782811
T04247;6;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1131001036-0;1.0;6.0;0.0;0.0;0.0;0.0;4798.17349945205;33236.94069255459;0.0;0.0;4798.17349945205;33236.94069255459;0.00420385736791976;22126.641724312074;0.0;0.0
T04251;7;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;1131001151-9;1.0;7.0;0.0;0.0;0.0;21.17903341957975;14048.1142435248;163611.33739814474;0.0;0.0;14048.1142435248;163611.33739814474;14048.1142435248;166751.50534783184;0.0;3256.211228471182
T04305;9;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;103600001-0;1.0;32.0;0.0;0.0;0.0;0.0;678.120028161768;12948.717260809075;0.0;0.0;678.120028161768;47198.5185321607;678.120028161768;42075.07577272322;0.0;0.0
T04396;2;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1111053016;2.0;4.0;3.013219864890685;6.02643972978137;0.0;0.0;179.14317787653266;358.2863557530653;50.816227863414;101.632455726828;358.2863557530653;716.5727115061306;358.2863557530653;716.5727115061306;0.0;0.0
T04398;4;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;0111003001-7;5.0;36.0;0.0;0.0;15.764465129699099;56.752074466916795;1883.981800648766;10513.948169744157;0.0;0.0;3610.745641523383;25378.25393282267;3693.298890585907;42789.403624394916;424.08092741837754;18549.562674519657
T04411;9;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;1131001029-0;1.0;111.0;0.0;0.0;0.0;0.0;130.954360868068;27191.890486205375;0.0;0.0;1270.29639629379;34334.81587890309;1270.29639629379;34334.941994624125;0.0;0.0
T04467;1;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;71A3301299;10.0;10.0;0.0;0.0;3.76245234428818;3.76245234428818;21.5111381516454;21.5111381516454;0.0;0.0;215.111381516454;215.111381516454;236.256784077091;236.256784077091;21.1454025606364;21.1454025606364
T04491;5;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;2010067-2;24.0;275.49;0.0;0.0;0.00420385736791976;0.0210192868395988;81.7019679455205;2041.7462618807444;0.0;0.0;1960.84723069249;20843.46050518554;1960.84723069249;9203.29680260844;0.109300291565914;1.034148912508261
T04586;1;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;103600001-0;1.0;1.0;0.0;0.0;0.0;0.0;745.63397749056;745.63397749056;0.0;0.0;745.63397749056;745.63397749056;745.63397749056;745.63397749056;0.0;0.0
T04610;4;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2010067-2;47.255;1696.51;0.0;0.0;0.0;20.0902343612885;94.04239124904899;357.5380691415752;0.0;0.0;5680.14277524159;165961.9999148493;3792.692792264317;142748.39621791593;0.0;80.6467997461727
T04819;8;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;7T63301069;6.5;79.0;0.0;0.0;0.0;0.0;216.40196572840551;1525.155249223921;0.0;0.0;987.3683877180495;14756.93504204451;987.3683877180495;14630.6511667122;0.0;0.0
T04851;5;2.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;1113401015;200.0;802.0;0.0;0.0;0.0;0.0;1.17287620564961;257.5913602192833;0.0;0.0;248.447970444058;1041.6191670510543;248.447970444058;1041.6191670510543;0.0;0.0
T04870;5;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;1131001029-0;1.0;5.0;0.0;0.0;0.0;0.0;386.389142257609;17216.39338743123;0.0;0.0;386.389142257609;17216.39338743123;386.389142257609;17216.39338743123;0.0;0.0
T05034;3;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2F26001122;1.0;4.0;0.0;0.0;0.0;0.0;3308.26339040077;26049.81594349054;0.0;0.0;6616.52678080153;29358.0793338913;2942.70015754383;8828.104676488858;0.0;0.0
T05049;13;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;2010067-2;25.0;801.5;0.0;34.641676447474396;0.0;28.2457176550529;41.2104137777174;6042.855792803097;0.0;319.0223279366947;1676.19564059591;42020.942701396496;1676.17462130907;47411.422888558925;0.0;5419.25559084588
T05051;4;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;0113001038-0;1.0;4.0;0.0;0.0;0.0;0.0;243.70181547567648;5798.632699013801;0.0;0.0;243.70181547567648;5798.632699013801;243.70181547567648;5798.632699013801;0.0;0.0
T05114;1;2.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;AUT.04.000730;2.0;2.0;0.0;0.0;0.0;0.0;91.9173413495655;91.9173413495655;0.0;0.0;183.834682699131;183.834682699131;183.834682699131;183.834682699131;0.0;0.0
T05154;11;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;1111001000-6;15.0;163.0;0.0;0.0;9.28211706836683;204.0005864930422;66.4966158457548;14796.165439001934;0.0;0.0;997.449237686321;131660.4785863006;1380.51312876591;157435.37907335875;1039.02538705505;28878.826982376304
T05174;12;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;103600034-6;1.0;12.0;0.0;0.0;0.0;39.2093776705876;344.8150948175665;10577.560939435512;0.0;0.0;344.8150948175665;10577.560939435512;344.8150948175665;32477.988894922404;0.0;21900.4279554869
